enemyId,大境界,阶段,关卡,敌人类型,敌人名称,档案标题,完整立绘文件,缩略图文件,推荐尺寸,背景要求,提示词,状态
太乙_中期_万象宫_大Boss_玄天莲尊,太乙,中期,万象宫,大Boss,玄天莲尊,玄原与万象宫共鸣后的莲尊,太乙_中期_万象宫_大Boss_玄天莲尊_full.png,太乙_中期_万象宫_大Boss_玄天莲尊_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，太乙中期，玄天莲尊，玄原与万象宫共鸣后的莲尊，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
太乙_后期_玄天法阵_普通怪_玄天莲魄,太乙,后期,玄天法阵,普通怪,玄天莲魄,法阵深处最锋锐的莲魄,太乙_后期_玄天法阵_普通怪_玄天莲魄_full.png,太乙_后期_玄天法阵_普通怪_玄天莲魄_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，太乙后期，玄天莲魄，法阵深处最锋锐的莲魄，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
太乙_后期_玄天法阵_小Boss_玄阵莲尊,太乙,后期,玄天法阵,小Boss,玄阵莲尊,法阵核心诞生的莲尊化影,太乙_后期_玄天法阵_小Boss_玄阵莲尊_full.png,太乙_后期_玄天法阵_小Boss_玄阵莲尊_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，太乙后期，玄阵莲尊，法阵核心诞生的莲尊化影，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
太乙_后期_玄天法阵_大Boss_玄天莲尊,太乙,后期,玄天法阵,大Boss,玄天莲尊,玄天法阵中心苏醒的莲尊,太乙_后期_玄天法阵_大Boss_玄天莲尊_full.png,太乙_后期_玄天法阵_大Boss_玄天莲尊_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，太乙后期，玄天莲尊，玄天法阵中心苏醒的莲尊，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大罗_初期_大罗界外_普通怪_星海古鲸,大罗,初期,大罗界外,普通怪,星海古鲸,缓缓横渡星海的古鲸,大罗_初期_大罗界外_普通怪_星海古鲸_full.png,大罗_初期_大罗界外_普通怪_星海古鲸_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大罗初期，星海古鲸，缓缓横渡星海的古鲸，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大罗_初期_大罗界外_小Boss_裂海鲸将,大罗,初期,大罗界外,小Boss,裂海鲸将,翻涌星潮的鲸将,大罗_初期_大罗界外_小Boss_裂海鲸将_full.png,大罗_初期_大罗界外_小Boss_裂海鲸将_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大罗初期，裂海鲸将，翻涌星潮的鲸将，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大罗_初期_大罗界外_大Boss_寂灭鲸祖,大罗,初期,大罗界外,大Boss,寂灭鲸祖,深空尽头的古鲸始祖,大罗_初期_大罗界外_大Boss_寂灭鲸祖_full.png,大罗_初期_大罗界外_大Boss_寂灭鲸祖_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大罗初期，寂灭鲸祖，深空尽头的古鲸始祖，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大罗_中期_寂灭长阶_普通怪_寂灭古鲸,大罗,中期,寂灭长阶,普通怪,寂灭古鲸,寂灭长阶边缘的巨鲸,大罗_中期_寂灭长阶_普通怪_寂灭古鲸_full.png,大罗_中期_寂灭长阶_普通怪_寂灭古鲸_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大罗中期，寂灭古鲸，寂灭长阶边缘的巨鲸，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大罗_中期_寂灭长阶_小Boss_长阶鲸侯,大罗,中期,寂灭长阶,小Boss,长阶鲸侯,长阶之上的鲸侯,大罗_中期_寂灭长阶_小Boss_长阶鲸侯_full.png,大罗_中期_寂灭长阶_小Boss_长阶鲸侯_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大罗中期，长阶鲸侯，长阶之上的鲸侯，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大罗_中期_寂灭长阶_大Boss_寂灭鲸祖,大罗,中期,寂灭长阶,大Boss,寂灭鲸祖,寂灭长阶真正的鲸祖,大罗_中期_寂灭长阶_大Boss_寂灭鲸祖_full.png,大罗_中期_寂灭长阶_大Boss_寂灭鲸祖_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大罗中期，寂灭鲸祖，寂灭长阶真正的鲸祖，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大罗_后期_无尽道场_普通怪_道场古鲸,大罗,后期,无尽道场,普通怪,道场古鲸,无尽道场中投下阴影的古鲸,大罗_后期_无尽道场_普通怪_道场古鲸_full.png,大罗_后期_无尽道场_普通怪_道场古鲸_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大罗后期，道场古鲸，无尽道场中投下阴影的古鲸，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大罗_后期_无尽道场_小Boss_无尽鲸君,大罗,后期,无尽道场,小Boss,无尽鲸君,道场深处的鲸君,大罗_后期_无尽道场_小Boss_无尽鲸君_full.png,大罗_后期_无尽道场_小Boss_无尽鲸君_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大罗后期，无尽鲸君，道场深处的鲸君，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
大罗_后期_无尽道场_大Boss_寂灭鲸祖,大罗,后期,无尽道场,大Boss,寂灭鲸祖,无尽道场中最古老的鲸祖,大罗_后期_无尽道场_大Boss_寂灭鲸祖_full.png,大罗_后期_无尽道场_大Boss_寂灭鲸祖_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，大罗后期，寂灭鲸祖，无尽道场中最古老的鲸祖，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
道祖_初期_道祖外庭_普通怪_混元古龙,道祖,初期,道祖外庭,普通怪,混元古龙,混元流光中显形的龙影,道祖_初期_道祖外庭_普通怪_混元古龙_full.png,道祖_初期_道祖外庭_普通怪_混元古龙_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，道祖初期，混元古龙，混元流光中显形的龙影，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
道祖_初期_道祖外庭_小Boss_混元龙将,道祖,初期,道祖外庭,小Boss,混元龙将,执掌混元龙息的龙将,道祖_初期_道祖外庭_小Boss_混元龙将_full.png,道祖_初期_道祖外庭_小Boss_混元龙将_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，道祖初期，混元龙将，执掌混元龙息的龙将，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
道祖_初期_道祖外庭_大Boss_万道龙祖,道祖,初期,道祖外庭,大Boss,万道龙祖,道场尽头盘踞的龙祖真影,道祖_初期_道祖外庭_大Boss_万道龙祖_full.png,道祖_初期_道祖外庭_大Boss_万道龙祖_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，道祖初期，万道龙祖，道场尽头盘踞的龙祖真影，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
道祖_中期_混元大道_普通怪_大道古龙,道祖,中期,混元大道,普通怪,大道古龙,大道震鸣时浮现的古龙,道祖_中期_混元大道_普通怪_大道古龙_full.png,道祖_中期_混元大道_普通怪_大道古龙_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，道祖中期，大道古龙，大道震鸣时浮现的古龙，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
道祖_中期_混元大道_小Boss_大道龙侯,道祖,中期,混元大道,小Boss,大道龙侯,大道尽头的龙侯,道祖_中期_混元大道_小Boss_大道龙侯_full.png,道祖_中期_混元大道_小Boss_大道龙侯_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，道祖中期，大道龙侯，大道尽头的龙侯，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
道祖_中期_混元大道_大Boss_万道龙祖,道祖,中期,混元大道,大Boss,万道龙祖,混元大道真正的终极龙祖,道祖_中期_混元大道_大Boss_万道龙祖_full.png,道祖_中期_混元大道_大Boss_万道龙祖_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，道祖中期，万道龙祖，混元大道真正的终极龙祖，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
道祖_后期_万道之心_普通怪_万道古龙,道祖,后期,万道之心,普通怪,万道古龙,守在万道之心外围的古龙,道祖_后期_万道之心_普通怪_万道古龙_full.png,道祖_后期_万道之心_普通怪_万道古龙_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，道祖后期，万道古龙，守在万道之心外围的古龙，类型为普通怪，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
道祖_后期_万道之心_小Boss_万道龙君,道祖,后期,万道之心,小Boss,万道龙君,万道之心前的龙君,道祖_后期_万道之心_小Boss_万道龙君_full.png,道祖_后期_万道之心_小Boss_万道龙君_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，道祖后期，万道龙君，万道之心前的龙君，类型为小Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
道祖_后期_万道之心_大Boss_万道龙祖,道祖,后期,万道之心,大Boss,万道龙祖,万道之心核心显现的龙祖,道祖_后期_万道之心_大Boss_万道龙祖_full.png,道祖_后期_万道之心_大Boss_万道龙祖_thumb.png,1024x1536,透明背景,中国修仙世界观妖物立绘，道祖后期，万道龙祖，万道之心核心显现的龙祖，类型为大Boss，竖版单体角色立绘，正面或三分之四视角，细节清晰，适合微信小游戏战斗界面，透明背景，金棕冷暗色调，非Q版，非科幻。,待生成
